INSTNM,STABBR
Everest College-Anaheim,CA
Thuy Princess Beauty College,CA
North-West College-Glendale,CA
Everest College-City of Industry,CA
Fremont College,CA
Pomona Unified School District Adult and Career Education,CA
Universal College of Beauty Inc-Los Angeles 2,CA
IBMC College,CO
Xenon International Academy-Denver,CO
Academy of Cosmetology,FL
ITT Technical Institute-Lake Mary,FL
Sunstate Academy,FL
Heritage Institute-Jacksonville,FL
Fortis College-Smyrna,GA
Remington College-Honolulu Campus,HI
Vatterott College-Des Moines,IA
Brown Mackie College-Quad Cities,IA
Pivot Point Academy-Bloomingdale,IL
Blalock's Professional Beauty College,LA
Diesel Driving Academy-Baton Rouge,LA
Jonesville Beauty School,LA
New England Hair Academy,MA
Rob Roy Academy-Worcester,MA
Upper Cape Cod Regional Technical School,MA
All-State Career-Baltimore,MD
New England School of Communications,ME
Everest Institute-Kalamazoo,MI
Adler Graduate School,MN
Academy of Hair Design-Jackson,MS
KC's School of Hair Design,MS
Mitchells Hairstyling Academy-Goldsboro,NC
Lincoln Technical Institute-Moorestown,NJ
Monmouth County Vocational School District,NJ
Brightwood College-Las Vegas,NV
Beauty School of Middletown,NY
Bryant & Stratton College-Southtowns,NY
National Tractor Trailer School Inc-Buffalo,NY
Yeshiva Gedolah Imrei Yosef D'spinka,NY
Cleveland Institute of Dental-Medical Assistants-Mentor,OH
Cleveland Institute of Dental-Medical Assistants-Lyndhurst,OH
Knox County Career Center,OH
Madison Adult Career Center,OH
Remington College-Cleveland Campus,OH
Brown Mackie College-Findlay,OH
Toledo Academy of Beauty Culture-East,OH
U S Grant Joint Vocational School,OH
CC's Cosmetology College,OK
Chisholm Trail Technology Center,OK
Gordon Cooper Technology Center,OK
Kiamichi Technology Center-Atoka,OK
Kiamichi Technology Center-Durant,OK
Kiamichi Technology Center-Hugo,OK
Kiamichi Technology Center-McAlester,OK
Kiamichi Technology Center-Idabel,OK
Kiamichi Technology Center-Poteau,OK
Kiamichi Technology Center-Spiro,OK
Kiamichi Technology Center-Talihina,OK
Le Cordon Bleu College of Culinary Arts-Portland,OR
YTI Career Institute-Altoona,PA
Eastern Center for Arts and Technology,PA
Empire Beauty School-Center City Philadelphia,PA
Centro de Estudios Multidisciplinarios-Humacao,PR
Colegio Mayor de Tecnologia Inc,PR
Institucion Chaviano de Mayaguez,PR
EDIC College,PR
Liceo de Arte-Dise-O y Comercio,PR
Universal Technology College of Puerto Rico,PR
Academy of Hair Technology,SC
Mr Wayne's School of Unisex Hair Design,TN
The Center for Cosmetology Education,TN
Queen City College,TN
College of the Marshall Islands,MH
Lighthouse Career Institute,TX
American National College,TX
ITT Technical Institute-San Antonio,TX
Remington College-Fort Worth Campus,TX
University of Cosmetology Arts & Sciences-San Antonio Jamar,TX
School of Automotive Machinists,TX
SW School of Business and Technical Careers-Cosmetology,TX
SW School of Business and Technical Careers,TX
Texas College of Cosmetology-Abilene,TX
Vista College-Online,TX
Centura College-Newport News,VA
Centura College-Norfolk,VA
Virginia Beach City Public Schools School of Practical Nursing,VA
Northwest College of Art & Design,WA
University of Washington-Bothell Campus,WA
University of Washington-Tacoma Campus,WA
Valley College-Beckley,WV
Valley College-Martinsburg,WV
Valley College-Princeton,WV
Bellus Academy-Poway,CA
Capstone College,CA
Central Coast College,CA
ITT Technical Institute-Torrance,CA
Pacific College of Oriental Medicine-San Diego,CA
Artistic Nails and Beauty Academy-Tampa,FL
National Aviation Academy of Tampa Bay,FL
Cain's Barber College Inc,IL
Madison Oneida BOCES-Practical Nursing Program,NY
Astrodome Career Centers,TX
Center for Advanced Legal Studies,TX
Houston Training School-Main Campus,TX
Remington College-Houston Campus,TX
Bay Mills Community College,MI
Fond du Lac Tribal and Community College,MN
Northwest Indian College,WA
Marinello Schools of Beauty-Provo,UT
Provo College,UT
Paul Mitchell the School-Provo,UT
University of Phoenix-Utah,UT
Utah College of Massage Therapy-Salt Lake City,UT
CET-Coachella,CA
CET-Oxnard,CA
CET-Santa Maria,CA
Colorado School of Traditional Chinese Medicine,CO
Massage Therapy Institute of Colorado,CO
Michigan College of Beauty-Troy,MI
Ogle School Hair Skin Nails-Dallas,TX
Phoenix Seminary,AZ
Faust Institute of Cosmetology-Spirit Lake,IA
Seattle Vocational Institute,WA
Baker College of Port Huron,MI
Empire Beauty School-Hyannis,MA
Brookstone College-Greensboro,NC
Cheeks International Academy of Beauty Culture-Fort Collins,CO
Cheeks International Academy of Beauty Culture-Greeley,CO
Colorado School of Healing Arts,CO
Westwood College-Aurora Campus,CO
Healing Arts Institute,CO
ITT Technical Institute-San Bernardino,CA
Los Angeles ORT College-Van Nuys Campus,CA
University of Phoenix-Puerto Rico,PR
Mt. Diablo Adult Education-Mt. Diablo USD,CA
Royale College of Beauty,CA
Westech College,CA
Greater Lowell Technical School,MA
Academy of Hair Design-Pearl,MS
King's College,NC
Miller-Motte Technical College-Clarksville,TN
Genesis Career College-Lebanon,TN
Brightwood College-Dallas,TX
Star College of Cosmetology 2,TX
Southwest Collegiate Institute for the Deaf,TX
Fortis College-Richmond,VA
Midwest College of Oriental Medicine-Racine,WI
Hacienda La Puente Adult Education,CA
La Belle Beauty Academy,FL
Advanced Technical Centers,FL
Hawaii Community College,HI
Regency Beauty Institute-Winston-Salem,NC
Robert Fiance Beauty Schools-North Plainfield,NJ
Long Island Beauty School-Hauppauge,NY
Buckeye Joint Vocational School,OH
Sandusky Career Center,OH
Greater Altoona Career & Technology Center,PA
Northeastern Hospital School of Nursing,PA
Central Texas Beauty College-Temple,TX
Dance Theatre of Harlem Inc,NY
Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program,NY
Empire Beauty School-Brooklyn,NY
Houston Training School-Gulfgate,TX
Star Career Academy-Philadelphia,PA
Antonelli College-Hattiesburg,MS
Eastern New Mexico University-Ruidoso Campus,NM
Beacon College,FL
Acupuncture and Integrative Medicine College-Berkeley,CA
Estrella Mountain Community College,AZ
Heartland Community College,IL
University of the Potomac-Washington DC Campus,DC
Rabbi Jacob Joseph School,NJ
Sanford-Brown Institute-Ft Lauderdale,FL
The Salon Professional Academy-Melbourne,FL
Fortis Institute-Scranton,PA
Milan Institute of Cosmetology-Amarillo,TX
Everglades University,FL
Seminar L'moros Bais Yaakov,NY
Herzing University-Winter Park,FL
Emil Fries Piano Hospital and Training Center,WA
Fairview Beauty Academy,OH
Florida College of Natural Health-Pompano Beach,FL
National College-Nashville,TN
College of Biblical Studies-Houston,TX
Inner State Beauty School,OH
Virginia College-Pensacola,FL
Mid-EastCTC-Adult Education,OH
Everest University-South Orlando,FL
Polaris Career Center,OH
P&A Scholars Beauty School,MI
Rensselaer BOCES-Practical Nursing Program,NY
ASM Beauty World Academy,FL
The Salter School-Tewksbury Campus,MA
Sharps Academy of Hair Styling,MI
College of Health Care Professions-Northwest,TX
School of Professional Horticulture  New York Botanical Garden,NY
Fortis College-Houston,TX
Volunteer Beauty Academy-Madison,TN
Watkins College of Art Design & Film,TN
Chicago ORT Technical Institute,IL
Alhambra Beauty College,CA
UEI College-Gardena,CA
Asian American International Beauty College,CA
Avance Beauty College,CA
Colton-Redlands-Yucaipa Regional Occupational Program,CA
Copper Mountain Community College,CA
Diversified Vocational College,CA
Bristol University,CA
UEI College-Fresno,CA
Mt Sierra College,CA
Wyotech-Long Beach,CA
Santiago Canyon College,CA
Southern California Institute of Technology,CA
Soka University of America,CA
Summit College,CA
Advance Beauty College,CA
World Mission University,CA
Yo San University of Traditional Chinese Medicine,CA
Coast Career Institute,CA
Cannella School of Hair Design-Blue Island,IL
John Amico School of Hair Design,IL
Delta College Inc,LA
Colorado Technical University-Sioux Falls,SD
Southwest University of Visual Arts-Albuquerque,NM
Tri-State Cosmetology Institute,TX
Widener University-Commonwealth Law School,PA
Volunteer Beauty Academy-Nashville,TN
Frontier Community College,IL
Lincoln Trail College,IL
Wabash Valley College,IL
American Institute of Interior Design,AZ
Brookline College-Tempe,AZ
Baker College of Auburn Hills,MI
Baker College of Clinton Township,MI
Inter American University of Puerto Rico-School of Optometry,PR
Schiller International University,FL
Vatterott College-Springfield,MO
Vatterott College-Joplin,MO
Vatterott College-Kansas City,MO
Coconino Community College,AZ
Sanford-Brown College-Houston,TX
Sanford-Brown Institute-Jacksonville,FL
Sanford-Brown College-Dallas,TX
Baker College of Cadillac,MI
Emma's Beauty Academy-Juana Diaz,PR
Franklin Academy,TN
Columbia Central University-Yauco,PR
Pima Medical Institute-Denver,CO
ASA College,NY
Ohio State School of Cosmetology-Westerville,OH
Nationwide Beauty Academy,OH
Yeshivas Novominsk,NY
Southern Careers Institute-Corpus Christi,TX
Kiamichi Technology Center-Stigler,OK
Rabbinical College of Ohr Shimon Yisroel,NY
Carroll Community College,MD
University of Phoenix-New Mexico,NM
Galen College of Nursing-Tampa Bay,FL
Galen College of Nursing-San Antonio,TX
Sarasota School of Massage Therapy,FL
Westwood College-Dupage,IL
Wright Career College,KS
Daymar College-Louisville,KY
Schuyler Steuben Chemung Tioga Allegany BOCES,NY
Delaware Chenango Madison Otsego BOCES-Practical Nursing Program,NY
DCI Career Institute,PA
Central Susquehanna Intermediate Unit LPN Career,PA
Myotherapy College of Utah,UT
Graham Webb International Academy of Hair,VA
City College-Gainesville,FL
Arizona State University-West,AZ
Connecticut Center for Massage Therapy-Westport,CT
ITT Technical Institute-Jacksonville,FL
G Skin & Beauty Institute,IL
Cosmetology Training Center,LA
Stage One-The Hair School,LA
Empire Beauty School-Malden,MA
Minnesota School of Business-Brooklyn Center,MN
ITT Technical Institute-Omaha,NE
Omaha School of Massage and Healthcare of Herzing University,NE
Xenon International Academy-Omaha,NE
Capri Institute of Hair Design-Brick,NJ
Capri Institute of Hair Design-Kenilworth,NJ
Capri Institute of Hair Design-Paramus,NJ
Orlo School of Hair Design and Cosmetology,NY
Delaware Area Career Center,OH
Eastland-Fairfield Career and Technical Schools,OH
Empire Beauty School-Cincinnati,OH
Mahoning County Career and Technical Center,OH
Pickaway Ross Joint Vocational School District,OH
Pioneer Career and Technology Center,OH
Raphael's School of Beauty Culture Inc-Boardman,OH
Scioto County Career Technical Center,OH
Trumbull Career & Technical Center,OH
Northwest Technology Center-Fairview,OK
Lake Erie College of Osteopathic Medicine,PA
University of Cosmetology Arts & Sciences-Harlingen,TX
Gene Juarez Academy of Beauty-Federal Way,WA
Empire Beauty School-Green Bay,WI
Warren County Career Center,OH
Brown Mackie College-Fort Wayne,IN
Paul Mitchell the School-Wichita,KS
Pinnacle Institute of Cosmetology,NC
Career Training Academy-Monroeville,PA
Southern Careers Institute-Pharr,TX
Texas State Technical College-Marshall,TX
Laurel Technical Institute,PA
Florida National University-Main Campus,FL
Georgia Institute of Cosmetology,GA
Nouvelle Institute,FL
ITT Technical Institute-Fort Lauderdale,FL
Franklin Technology-MSSU,MO
Professional Technical Institution Inc,PR
Erikson Institute,IL
South Texas College,TX
Pike County Joint Vocational School District,OH
Lorain County Joint Vocational School District,OH
Roger Williams University School of Law,RI
Everest Institute-Kendall,FL
California State University-Monterey Bay,CA
Heald College-Salinas,CA
Heritage College-Oklahoma City,OK
Ann Arbor Institute of Massage Therapy,MI
Brown Mackie College-Atlanta,GA
Bryant & Stratton College-Henrietta,NY
Argosy University-The Art Institute of California-Hollywood,CA
Sage College,CA
Lincoln Technical Institute-Hartford,CT
Ohio Center for Broadcasting-Valley View,OH
EINE Inc,MA
Marian Health Careers Center-Los Angeles Campus,CA
Cleveland Clinic Health System-School of Diagnostic Imaging,OH
National Institute of Massotherapy,OH
Academy for Nursing and Health Occupations,FL
Shawsheen Valley Regional Vocational Technical School,MA
Shear Ego International School of Hair Design,NY
Remington College-Memphis Campus,TN
Fayette Institute of Technology,WV
Professional Beauty School,WA
